customerID,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount,countryCode,is_disputed,invoice_seq,prior_late_count,prior_invoice_count,prior_late_rate,prior_avg_amount,prior_disputes,is_paperless,target_late,split
0379-NEVHP,9831463047,1/25/2013,2/24/2013,33.23,391,0,12,1,12,0.08333333333333333,58.05916666666666,1,0,0,train
0379-NEVHP,476918544,2/14/2013,3/16/2013,55.21,391,0,13,1,13,0.07692307692307693,56.14923076923076,1,0,0,train
0379-NEVHP,8385411888,2/17/2013,3/19/2013,79.25,391,0,14,1,14,0.07142857142857142,56.082142857142856,1,0,0,train
0379-NEVHP,8033892101,4/3/2013,5/3/2013,74.34,391,0,15,1,15,0.06666666666666667,57.626666666666665,1,0,0,validation
0379-NEVHP,1604888971,5/17/2013,6/16/2013,78.57,391,1,16,1,16,0.0625,58.67125,1,1,0,validation
0379-NEVHP,8893171508,5/29/2013,6/28/2013,68.49,391,0,17,1,17,0.058823529411764705,59.84176470588235,2,1,0,validation
0379-NEVHP,951035745,6/5/2013,7/5/2013,57.04,391,0,18,1,18,0.05555555555555555,60.32222222222222,2,1,0,validation
0379-NEVHP,2748334767,6/24/2013,7/24/2013,61.66,391,0,19,1,19,0.05263157894736842,60.14947368421052,2,1,0,validation
0379-NEVHP,4192014066,7/12/2013,8/11/2013,30.9,391,0,20,1,20,0.05,60.225,2,1,0,validation
0379-NEVHP,122662308,8/5/2013,9/4/2013,43.64,391,0,21,1,21,0.047619047619047616,58.82857142857142,2,1,0,test
0379-NEVHP,3056950219,8/11/2013,9/10/2013,47.08,391,0,22,1,22,0.045454545454545456,58.13818181818181,2,1,0,test
0379-NEVHP,7285560671,8/16/2013,9/15/2013,70.9,391,0,23,1,23,0.043478260869565216,57.65739130434782,2,1,0,test
0379-NEVHP,3699989123,9/7/2013,10/7/2013,62.88,391,0,24,1,24,0.041666666666666664,58.20916666666667,2,1,0,test
0379-NEVHP,6478764177,10/4/2013,11/3/2013,64.72,391,0,25,1,25,0.04,58.395999999999994,2,1,0,test
0379-NEVHP,6579967070,11/6/2013,12/6/2013,59.56,391,0,26,1,26,0.038461538461538464,58.63923076923077,2,1,0,test
0465-DTULQ,4566394525,1/4/2012,2/3/2012,55.91,770,0,0,0,0,-1.0,-1.0,0,0,1,train
0465-DTULQ,7839294116,1/9/2012,2/8/2012,40.22,770,0,1,1,1,1.0,55.91,0,0,1,train
0465-DTULQ,5519301828,1/30/2012,2/29/2012,59.34,770,1,2,2,2,1.0,48.065,0,0,1,train
0465-DTULQ,7314906808,4/10/2012,5/10/2012,60.35,770,0,3,3,3,1.0,51.82333333333333,1,0,0,train
0465-DTULQ,8488549558,4/28/2012,5/28/2012,43.62,770,1,4,3,4,0.75,53.955,1,0,1,train
0465-DTULQ,1223908099,5/27/2012,6/26/2012,43.09,770,0,5,4,5,0.8,51.88799999999999,2,0,0,train
0465-DTULQ,5406697446,6/16/2012,7/16/2012,39.87,770,1,6,4,6,0.6666666666666666,50.42166666666666,2,0,1,train
0465-DTULQ,1745880588,8/1/2012,8/31/2012,61.0,770,0,7,5,7,0.7142857142857143,48.91428571428571,3,0,1,train
0465-DTULQ,4481983205,8/29/2012,9/28/2012,70.67,770,0,8,6,8,0.75,50.425,3,0,0,train
0465-DTULQ,4838574848,8/30/2012,9/29/2012,28.95,770,1,9,6,9,0.6666666666666666,52.67444444444445,3,0,1,train
0465-DTULQ,2168210949,9/3/2012,10/3/2012,43.41,770,1,10,7,10,0.7,50.302,4,0,1,train
0465-DTULQ,514496777,9/14/2012,10/14/2012,32.86,770,0,11,8,11,0.7272727272727273,49.67545454545454,5,0,1,train
0465-DTULQ,7655234333,10/3/2012,11/2/2012,49.85,770,0,12,9,12,0.75,48.274166666666666,5,0,1,train
0465-DTULQ,8875015994,11/16/2012,12/16/2012,76.21,770,0,13,10,13,0.7692307692307693,48.395384615384614,5,0,1,train
0465-DTULQ,4259682376,12/18/2012,1/17/2013,22.53,770,1,14,11,14,0.7857142857142857,50.38214285714286,5,0,1,train
0465-DTULQ,3812264523,12/28/2012,1/27/2013,58.71,770,0,15,12,15,0.8,48.525333333333336,6,0,0,train
0465-DTULQ,8461427104,1/11/2013,2/10/2013,52.14,770,1,16,12,16,0.75,49.161875,6,0,1,train
0465-DTULQ,8925106994,1/18/2013,2/17/2013,64.48,770,0,17,13,17,0.7647058823529411,49.33705882352941,7,0,1,train
0465-DTULQ,902573987,3/1/2013,3/31/2013,68.35,770,0,18,14,18,0.7777777777777778,50.17833333333333,7,0,0,train
0465-DTULQ,2528705556,4/2/2013,5/2/2013,63.0,770,0,19,14,19,0.7368421052631579,51.13473684210526,7,1,0,validation
0465-DTULQ,1342171511,4/23/2013,5/23/2013,27.0,770,0,20,14,20,0.7,51.727999999999994,7,1,0,validation
0465-DTULQ,9012691752,7/20/2013,8/19/2013,38.55,770,0,21,14,21,0.6666666666666666,50.55047619047619,7,1,0,validation
0465-DTULQ,8301711992,7/29/2013,8/28/2013,83.36,770,1,22,14,22,0.6363636363636364,50.005,7,1,0,validation
0465-DTULQ,6674900941,10/20/2013,11/19/2013,46.07,770,0,23,14,23,0.6086956521739131,51.45521739130435,8,1,0,test
0465-DTULQ,9010084863,11/13/2013,12/13/2013,58.22,770,0,24,14,24,0.5833333333333334,51.23083333333333,8,1,0,test
0465-DTULQ,6128855877,11/25/2013,12/25/2013,72.36,770,0,25,14,25,0.56,51.5104,8,1,0,test
0625-TNJFG,5853943614,2/24/2012,3/25/2012,62.39,770,0,0,0,0,-1.0,-1.0,0,0,0,train
0625-TNJFG,1234438336,3/6/2012,4/5/2012,41.89,770,0,1,0,1,0.0,62.39,0,0,0,train
0625-TNJFG,6929479378,3/20/2012,4/19/2012,27.08,770,0,2,0,2,0.0,52.14000000000001,0,0,0,train
0625-TNJFG,1436243551,6/19/2012,7/19/2012,48.08,770,0,3,0,3,0.0,43.78666666666667,0,0,0,train
0625-TNJFG,3582527568,8/1/2012,8/31/2012,64.44,770,0,4,0,4,0.0,44.86,0,0,0,train
0625-TNJFG,6301784259,8/24/2012,9/23/2012,42.18,770,0,5,0,5,0.0,48.775999999999996,0,0,0,train
0625-TNJFG,6541040836,8/24/2012,9/23/2012,46.2,770,0,6,0,6,0.0,47.67666666666667,0,0,0,train
0625-TNJFG,4681944108,8/31/2012,9/30/2012,55.8,770,0,7,0,7,0.0,47.465714285714284,0,0,0,train
0625-TNJFG,9759992761,9/8/2012,10/8/2012,53.87,770,0,8,0,8,0.0,48.5075,0,0,0,train
0625-TNJFG,4778063703,9/10/2012,10/10/2012,70.6,770,0,9,0,9,0.0,49.103333333333325,0,0,1,train
0625-TNJFG,4755000748,9/30/2012,10/30/2012,74.49,770,0,10,1,10,0.1,51.253,0,0,0,train
0625-TNJFG,4788766053,9/30/2012,10/30/2012,39.69,770,0,11,1,11,0.09090909090909091,53.36545454545455,0,0,1,train
0625-TNJFG,3945949225,10/31/2012,11/30/2012,37.9,770,0,12,2,12,0.16666666666666666,52.225833333333334,0,0,0,train
0625-TNJFG,5779088948,11/19/2012,12/19/2012,62.84,770,0,13,2,13,0.15384615384615385,51.123846153846145,0,0,0,train
0625-TNJFG,6326625438,1/24/2013,2/23/2013,65.75,770,0,14,2,14,0.14285714285714285,51.96071428571429,0,0,0,train
0625-TNJFG,6273031192,2/22/2013,3/24/2013,57.64,770,0,15,2,15,0.13333333333333333,52.88,0,0,1,train
0625-TNJFG,7615315828,5/10/2013,6/9/2013,36.86,770,0,16,3,16,0.1875,53.1775,0,0,0,validation
0625-TNJFG,748230672,5/11/2013,6/10/2013,53.01,770,0,17,3,17,0.17647058823529413,52.21764705882353,0,0,0,validation
0625-TNJFG,9061983609,6/2/2013,7/2/2013,67.86,770,0,18,3,18,0.16666666666666666,52.26166666666666,0,0,0,validation
0625-TNJFG,5437619752,7/5/2013,8/4/2013,69.85,770,0,19,3,19,0.15789473684210525,53.08263157894737,0,0,1,validation
0625-TNJFG,7056862793,7/7/2013,8/6/2013,68.03,770,0,20,4,20,0.2,53.92100000000001,0,0,0,validation
0625-TNJFG,5833648536,7/13/2013,8/12/2013,81.63,770,0,21,4,21,0.19047619047619047,54.592857142857135,0,0,0,validation
0625-TNJFG,3559978043,8/25/2013,9/24/2013,50.17,770,0,22,4,22,0.18181818181818182,55.82181818181818,0,1,0,test
0625-TNJFG,761602627,9/7/2013,10/7/2013,64.16,770,1,23,4,23,0.17391304347826086,55.57608695652174,0,1,1,test
0625-TNJFG,4084102990,9/8/2013,10/8/2013,64.29,770,0,24,5,24,0.20833333333333334,55.93375,1,1,0,test
0625-TNJFG,5539674578,11/5/2013,12/5/2013,44.4,770,0,25,5,25,0.2,56.267999999999994,1,1,0,test
0625-TNJFG,6052640963,11/11/2013,12/11/2013,83.68,770,0,26,5,26,0.19230769230769232,55.81153846153846,1,1,0,test
0625-TNJFG,7203564937,11/21/2013,12/21/2013,92.48,770,0,27,5,27,0.18518518518518517,56.8437037037037,1,1,0,test
0688-XNJRO,8528877072,1/12/2012,2/11/2012,64.19,897,0,0,0,0,-1.0,-1.0,0,0,1,train
0688-XNJRO,8493182849,1/18/2012,2/17/2012,18.03,897,0,1,1,1,1.0,64.19,0,0,1,train
0688-XNJRO,6088063371,2/8/2012,3/9/2012,68.28,897,0,2,2,2,1.0,41.11,0,0,1,train
0688-XNJRO,6689193712,2/11/2012,3/12/2012,27.22,897,0,3,3,3,1.0,50.166666666666664,0,0,1,train
0688-XNJRO,3894033760,4/15/2012,5/15/2012,35.3,897,0,4,4,4,1.0,44.42999999999999,0,0,1,train
0688-XNJRO,4433390540,4/21/2012,5/21/2012,49.62,897,0,5,5,5,1.0,42.604,0,0,1,train
0688-XNJRO,981596189,6/7/2012,7/7/2012,45.79,897,0,6,6,6,1.0,43.77333333333333,0,0,1,train
0688-XNJRO,5868117840,7/5/2012,8/4/2012,24.42,897,0,7,7,7,1.0,44.06142857142857,0,1,1,train
0688-XNJRO,2349505867,7/16/2012,8/15/2012,9.19,897,0,8,8,8,1.0,41.60625,0,1,1,train
0688-XNJRO,1318038002,9/3/2012,10/3/2012,28.51,897,0,9,9,9,1.0,38.004444444444445,0,1,1,train
0688-XNJRO,3913519192,9/30/2012,10/30/2012,46.4,897,0,10,10,10,1.0,37.055,0,1,1,train
0688-XNJRO,2745672878,11/14/2012,12/14/2012,23.05,897,0,11,11,11,1.0,37.904545454545456,0,1,1,train
0688-XNJRO,7152757733,11/16/2012,12/16/2012,39.39,897,1,12,12,12,1.0,36.666666666666664,0,1,1,train
0688-XNJRO,936925570,12/10/2012,1/9/2013,30.98,897,0,13,13,13,1.0,36.87615384615385,1,1,1,train
0688-XNJRO,578091983,12/13/2012,1/12/2013,36.09,897,0,14,14,14,1.0,36.455,1,1,1,train
0688-XNJRO,6793125916,12/14/2012,1/13/2013,40.86,897,1,15,15,15,1.0,36.43066666666667,1,1,1,train
0688-XNJRO,8748260263,12/31/2012,1/30/2013,44.81,897,0,16,16,16,1.0,36.707499999999996,2,1,1,train
0688-XNJRO,5010861294,2/19/2013,3/21/2013,25.38,897,0,17,17,17,1.0,37.18411764705883,2,1,0,train
0688-XNJRO,2698045799,3/26/2013,4/25/2013,55.16,897,1,18,17,18,0.9444444444444444,36.528333333333336,2,1,1,train
0688-XNJRO,5633925313,4/12/2013,5/12/2013,34.75,897,0,19,18,19,0.9473684210526315,37.50894736842105,3,1,1,validation
0688-XNJRO,5277730076,5/2/2013,6/1/2013,41.31,897,0,20,19,20,0.95,37.371,3,1,1,validation
0688-XNJRO,7403439811,6/2/2013,7/2/2013,41.56,897,0,21,20,21,0.9523809523809523,37.558571428571426,3,1,1,validation
0688-XNJRO,1858692476,6/5/2013,7/5/2013,43.07,897,1,22,21,22,0.9545454545454546,37.74045454545455,3,1,1,validation
0688-XNJRO,3800378393,6/15/2013,7/15/2013,9.52,897,0,23,22,23,0.9565217391304348,37.97217391304348,4,1,1,validation
0688-XNJRO,5963438295,7/16/2013,8/15/2013,25.79,897,0,24,23,24,0.9583333333333334,36.78666666666667,4,1,1,validation
0688-XNJRO,760825845,8/10/2013,9/9/2013,40.58,897,0,25,24,25,0.96,36.3468,4,1,1,test
0688-XNJRO,206372278,8/14/2013,9/13/2013,49.04,897,0,26,25,26,0.9615384615384616,36.50961538461539,4,1,1,test
0688-XNJRO,2960848343,8/22/2013,9/21/2013,36.6,897,0,27,26,27,0.9629629629629629,36.973703703703706,4,1,1,test
0688-XNJRO,7497563219,9/1/2013,10/1/2013,33.99,897,1,28,27,28,0.9642857142857143,36.96035714285715,4,1,1,test
0688-XNJRO,9359250752,9/6/2013,10/6/2013,25.07,897,0,29,28,29,0.9655172413793104,36.85793103448276,5,1,0,test
0688-XNJRO,3876210500,9/8/2013,10/8/2013,22.9,897,0,30,28,30,0.9333333333333333,36.464999999999996,5,1,1,test
0688-XNJRO,3671610537,9/15/2013,10/15/2013,33.37,897,0,31,29,31,0.9354838709677419,36.02741935483871,5,1,1,test
0688-XNJRO,6254565489,11/15/2013,12/15/2013,56.04,897,0,32,30,32,0.9375,35.944375,5,1,1,test
0688-XNJRO,1436424010,11/24/2013,12/24/2013,25.19,897,0,33,31,33,0.9393939393939394,36.553333333333335,5,1,1,test
0706-NRGUP,9787421130,3/13/2012,4/12/2012,16.62,770,0,0,0,0,-1.0,-1.0,0,0,1,train
0706-NRGUP,489697015,4/16/2012,5/16/2012,41.44,770,0,1,1,1,1.0,16.620000000000005,0,0,1,train
0706-NRGUP,4696816536,4/18/2012,5/18/2012,39.25,770,0,2,2,2,1.0,29.03,0,0,1,train
0706-NRGUP,3958060330,5/22/2012,6/21/2012,35.02,770,0,3,3,3,1.0,32.43666666666667,0,0,1,train
0706-NRGUP,4182069928,6/19/2012,7/19/2012,16.78,770,0,4,4,4,1.0,33.0825,0,0,1,train
0706-NRGUP,8810803769,7/23/2012,8/22/2012,29.62,770,0,5,5,5,1.0,29.822000000000003,0,0,1,train
0706-NRGUP,7009543833,8/3/2012,9/2/2012,23.38,770,0,6,6,6,1.0,29.788333333333338,0,0,1,train
0706-NRGUP,7577985769,9/28/2012,10/28/2012,21.0,770,0,7,7,7,1.0,28.872857142857146,0,0,0,train
0706-NRGUP,8449889683,11/14/2012,12/14/2012,20.61,770,0,8,7,8,0.875,27.88875,0,0,0,train
0706-NRGUP,979439975,11/24/2012,12/24/2012,39.62,770,0,9,7,9,0.7777777777777778,27.080000000000002,0,0,1,train
0706-NRGUP,5671103218,12/5/2012,1/4/2013,25.78,770,0,10,8,10,0.8,28.334000000000003,0,0,0,train
0706-NRGUP,8419584909,2/7/2013,3/9/2013,26.49,770,0,11,8,11,0.7272727272727273,28.10181818181818,0,0,1,train
0706-NRGUP,3542268547,8/27/2013,9/26/2013,57.2,770,0,12,9,12,0.75,27.9675,0,1,1,test
0706-NRGUP,9546060439,9/4/2013,10/4/2013,10.03,770,0,13,10,13,0.7692307692307693,30.216153846153848,0,1,0,test
0706-NRGUP,4649451107,9/15/2013,10/15/2013,23.81,770,0,14,10,14,0.7142857142857143,28.774285714285714,0,1,0,test
0706-NRGUP,8978691415,10/3/2013,11/2/2013,44.36,770,0,15,10,15,0.6666666666666666,28.44333333333333,0,1,0,test
0706-NRGUP,2238525299,10/5/2013,11/4/2013,35.7,770,0,16,10,16,0.625,29.438125,0,1,0,test
0706-NRGUP,3910002517,11/28/2013,12/28/2013,29.37,770,0,17,10,17,0.5882352941176471,29.806470588235296,0,1,0,test
0709-LZRJV,2806337298,2/19/2012,3/20/2012,62.85,391,0,0,0,0,-1.0,-1.0,0,0,1,train
0709-LZRJV,3550686615,2/28/2012,3/29/2012,40.49,391,0,1,1,1,1.0,62.85,0,0,0,train
0709-LZRJV,3636727153,3/12/2012,4/11/2012,67.83,391,1,2,1,2,0.5,51.67000000000001,0,0,1,train
0709-LZRJV,598324396,7/7/2012,8/6/2012,10.92,391,0,3,2,3,0.6666666666666666,57.05666666666667,1,0,1,train
0709-LZRJV,8575598490,7/13/2012,8/12/2012,26.98,391,1,4,3,4,0.75,45.5225,1,0,1,train
0709-LZRJV,9922568654,9/3/2012,10/3/2012,42.67,391,0,5,4,5,0.8,41.814,2,0,1,train
0709-LZRJV,608905626,9/27/2012,10/27/2012,61.07,391,0,6,5,6,0.8333333333333334,41.95666666666667,2,0,0,train
0709-LZRJV,3707879583,10/30/2012,11/29/2012,70.82,391,0,7,5,7,0.7142857142857143,44.68714285714286,2,0,0,train
0709-LZRJV,7896000091,12/1/2012,12/31/2012,38.41,391,1,8,5,8,0.625,47.95375,2,0,1,train
0709-LZRJV,9800138273,3/6/2013,4/5/2013,30.89,391,1,9,6,9,0.6666666666666666,46.89333333333334,3,0,1,train
0709-LZRJV,7706707710,3/14/2013,4/13/2013,68.16,391,0,10,7,10,0.7,45.293000000000006,4,0,0,train
0709-LZRJV,9825194232,4/17/2013,5/17/2013,63.91,391,1,11,7,11,0.6363636363636364,47.371818181818185,4,0,1,validation
0709-LZRJV,8017340942,4/23/2013,5/23/2013,19.53,391,0,12,8,12,0.6666666666666666,48.75,5,0,0,validation
0709-LZRJV,1731769135,6/11/2013,7/11/2013,51.45,391,1,13,8,13,0.6153846153846154,46.50230769230769,5,0,1,validation
0709-LZRJV,3342383577,6/21/2013,7/21/2013,36.09,391,0,14,9,14,0.6428571428571429,46.85571428571428,6,1,0,validation
0709-LZRJV,4595561744,7/1/2013,7/31/2013,50.28,391,0,15,9,15,0.6,46.138000000000005,6,1,0,validation
0709-LZRJV,9258277700,7/2/2013,8/1/2013,44.71,391,0,16,9,16,0.5625,46.396874999999994,6,1,0,validation
0709-LZRJV,4444986261,7/21/2013,8/20/2013,81.77,391,1,17,9,17,0.5294117647058824,46.29764705882353,6,1,1,validation
0709-LZRJV,7100218787,7/23/2013,8/22/2013,61.89,391,0,18,10,18,0.5555555555555556,48.26833333333334,7,1,0,validation
0709-LZRJV,1323201810,7/27/2013,8/26/2013,58.68,391,0,19,10,19,0.5263157894736842,48.985263157894735,7,1,0,validation
0709-LZRJV,9685029181,8/9/2013,9/8/2013,66.55,391,0,20,10,20,0.5,49.470000000000006,7,1,1,test
0709-LZRJV,3355481569,8/27/2013,9/26/2013,62.73,391,0,21,11,21,0.5238095238095238,50.28333333333334,7,1,0,test
0709-LZRJV,7851279717,10/15/2013,11/14/2013,61.29,391,0,22,11,22,0.5,50.84909090909091,7,1,0,test
0709-LZRJV,2879905746,11/24/2013,12/24/2013,56.29,391,0,23,11,23,0.4782608695652174,51.30304347826087,7,1,0,test
0709-LZRJV,6179146246,11/28/2013,12/28/2013,32.82,391,0,24,11,24,0.4583333333333333,51.51083333333333,7,1,0,test
0783-PEPYR,6805978922,1/8/2012,2/7/2012,63.92,406,0,0,0,0,-1.0,-1.0,0,0,1,train
0783-PEPYR,4813721122,2/22/2012,3/23/2012,107.11,406,0,1,1,1,1.0,63.92,0,0,1,train
0783-PEPYR,7640437486,3/10/2012,4/9/2012,75.62,406,0,2,2,2,1.0,85.515,0,0,1,train
0783-PEPYR,7787761526,3/17/2012,4/16/2012,64.33,406,0,3,3,3,1.0,82.21666666666668,0,0,1,train
0783-PEPYR,5446180510,4/29/2012,5/29/2012,50.55,406,1,4,4,4,1.0,77.74499999999999,0,0,1,train
0783-PEPYR,1754229382,5/15/2012,6/14/2012,81.1,406,0,5,5,5,1.0,72.306,1,0,1,train
0783-PEPYR,3289137440,8/2/2012,9/1/2012,84.75,406,0,6,6,6,1.0,73.77166666666666,1,0,1,train
0783-PEPYR,5777629589,9/2/2012,10/2/2012,57.26,406,0,7,7,7,1.0,75.34,1,0,1,train
0783-PEPYR,8382421151,9/30/2012,10/30/2012,87.36,406,1,8,8,8,1.0,73.08,1,0,1,train
0783-PEPYR,3720515641,11/2/2012,12/2/2012,62.27,406,0,9,9,9,1.0,74.66666666666667,2,0,1,train
0783-PEPYR,7555537204,12/31/2012,1/30/2013,66.56,406,0,10,10,10,1.0,73.42699999999999,2,0,1,train
0783-PEPYR,5554040283,2/17/2013,3/19/2013,59.36,406,0,11,11,11,1.0,72.80272727272728,2,0,1,train
0783-PEPYR,9582586663,4/22/2013,5/22/2013,33.11,406,1,12,12,12,1.0,71.68249999999999,2,0,1,validation
0783-PEPYR,1898422054,5/7/2013,6/6/2013,61.13,406,0,13,13,13,1.0,68.71538461538462,3,0,1,validation
0783-PEPYR,3347423476,5/27/2013,6/26/2013,104.52,406,0,14,14,14,1.0,68.17357142857144,3,0,1,validation
0783-PEPYR,8456442808,7/5/2013,8/4/2013,49.56,406,0,15,15,15,1.0,70.59666666666666,3,0,1,validation
0783-PEPYR,5564408624,8/22/2013,9/21/2013,50.69,406,1,16,16,16,1.0,69.281875,3,0,1,test
0783-PEPYR,3922850581,9/17/2013,10/17/2013,72.87,406,1,17,17,17,1.0,68.18823529411763,4,0,1,test
0783-PEPYR,5378812305,9/18/2013,10/18/2013,58.58,406,0,18,18,18,1.0,68.44833333333334,5,0,1,test
0783-PEPYR,858258272,9/30/2013,10/30/2013,43.67,406,0,19,19,19,1.0,67.92894736842105,5,0,1,test
0783-PEPYR,1056254354,11/6/2013,12/6/2013,71.78,406,0,20,20,20,1.0,66.716,5,0,0,test
1080-NDGAE,915652542,1/5/2012,2/4/2012,78.29,391,1,0,0,0,-1.0,-1.0,0,0,1,train
1080-NDGAE,4336863090,1/11/2012,2/10/2012,73.06,391,1,1,1,1,1.0,78.29000000000002,1,0,0,train
1080-NDGAE,106360977,2/19/2012,3/20/2012,93.48,391,1,2,1,2,0.5,75.67500000000001,2,0,1,train
1080-NDGAE,3392014041,3/1/2012,3/31/2012,56.54,391,0,3,2,3,0.6666666666666666,81.61,3,0,0,train
1080-NDGAE,8193630211,3/10/2012,4/9/2012,85.82,391,1,4,2,4,0.5,75.3425,3,0,1,train
1080-NDGAE,8610241270,3/14/2012,4/13/2012,95.82,391,0,5,3,5,0.6,77.438,4,0,0,train
1080-NDGAE,5348963302,4/27/2012,5/27/2012,96.6,391,0,6,3,6,0.5,80.50166666666667,4,0,0,train
1080-NDGAE,2592238538,5/27/2012,6/26/2012,92.25,391,1,7,3,7,0.42857142857142855,82.80142857142857,4,0,1,train
1080-NDGAE,9288370923,7/4/2012,8/3/2012,77.47,391,1,8,4,8,0.5,83.98249999999999,5,0,1,train
1080-NDGAE,9632048192,7/9/2012,8/8/2012,128.28,391,1,9,5,9,0.5555555555555556,83.25888888888889,6,0,1,train
1080-NDGAE,2818239190,7/15/2012,8/14/2012,61.48,391,0,10,6,10,0.6,87.761,7,0,0,train
1080-NDGAE,246081324,9/6/2012,10/6/2012,92.53,391,1,11,6,11,0.5454545454545454,85.37181818181817,7,0,1,train
1080-NDGAE,4589989662,9/17/2012,10/17/2012,94.16,391,1,12,7,12,0.5833333333333334,85.96833333333332,8,0,1,train
1080-NDGAE,5156029827,10/18/2012,11/17/2012,73.57,391,1,13,8,13,0.6153846153846154,86.59846153846154,9,1,0,train
1080-NDGAE,9745775106,11/17/2012,12/17/2012,64.09,391,0,14,8,14,0.5714285714285714,85.66785714285716,10,1,0,train
1080-NDGAE,8673161784,1/15/2013,2/14/2013,100.0,391,1,15,8,15,0.5333333333333333,84.22933333333334,10,1,0,train
1080-NDGAE,2121660618,1/25/2013,2/24/2013,79.79,391,1,16,8,16,0.5,85.215,11,1,1,train
1080-NDGAE,1556974311,2/20/2013,3/22/2013,107.94,391,1,17,9,17,0.5294117647058824,84.89588235294117,12,1,0,train
1080-NDGAE,857712918,2/22/2013,3/24/2013,93.39,391,1,18,9,18,0.5,86.1761111111111,13,1,1,train
1080-NDGAE,9390786866,2/24/2013,3/26/2013,74.62,391,1,19,10,19,0.5263157894736842,86.55578947368421,14,1,1,train
1080-NDGAE,2329204580,3/2/2013,4/1/2013,54.56,391,0,20,11,20,0.55,85.959,15,1,0,train
1080-NDGAE,3954057080,5/10/2013,6/9/2013,74.5,391,1,21,11,21,0.5238095238095238,84.46380952380953,15,1,1,validation
1080-NDGAE,5536610902,6/29/2013,7/29/2013,89.97,391,1,22,12,22,0.5454545454545454,84.0109090909091,16,1,1,validation
